model	nDCG	MAP	MRR	Precision	Recall	F1	HR
EASER_neighborhood=8444_l2_norm=270$1685723803149	0.20730784989902568	0.0798029105595863	0.2767398273759935	0.04890512669416618	0.3146202561840263	0.0740078089358459	0.661756040070713
EASER_neighborhood=8444_l2_norm=8687$784466949943	0.1615853889618837	0.06074087239141485	0.22434419178332995	0.038816735415439015	0.25987159937742477	0.05859640050879257	0.6192103712433706
EASER_neighborhood=8444_l2_norm=21498$975926783205	0.14730322705844798	0.05499220115276629	0.20621883908288854	0.03555922215674721	0.2406055567111411	0.05359082378825155	0.5976428992339422
EASER_neighborhood=8444_l2_norm=5427908$583344349	0.1294626666519231	0.04808503472053809	0.1855996422441118	0.03146965232763701	0.2136895242459309	0.04717059810102172	0.5641720683559223
EASER_neighborhood=8444_l2_norm=52576$441559197345	0.13784122193592432	0.05135907216116837	0.19530115613837737	0.03342133176193282	0.2266248824336714	0.0502368476188654	0.5817324690630524
EASER_neighborhood=8444_l2_norm=926$2221692338618	0.19898195316848713	0.07620586849082527	0.2670547972982322	0.047297583971714796	0.30786883233346274	0.07159326807926203	0.6604596346493813
EASER_neighborhood=8444_l2_norm=789$3836355650471	0.2009321235648157	0.07698827702510194	0.2698681262473314	0.04766529169121981	0.3096751141984465	0.07215085732053472	0.6611667648791986
EASER_neighborhood=8444_l2_norm=16$043209078339707	0.18757925698580583	0.07152183357183285	0.25382782055694175	0.043010017678255755	0.28131217220404603	0.06520879736061685	0.6241602828520919
EASER_neighborhood=8444_l2_norm=4727381$346250403	0.1294423754959635	0.048086954435364634	0.18554424815622544	0.03146729522687095	0.21368559574465412	0.047167651725064146	0.5641720683559223
EASER_neighborhood=8444_l2_norm=7558316$668178132	0.12941435418565322	0.04807357018805033	0.18548516148666716	0.031464938126104895	0.21366407827175185	0.0471626700345672	0.5640542133176193
EASER_neighborhood=8444_l2_norm=174$1791207224706	0.20745548732426844	0.07980139678673459	0.2765060245374537	0.04875427224513848	0.3137464997220525	0.07377092296408051	0.6598703594578669
EASER_neighborhood=8444_l2_norm=691$2771349422563	0.2021972700242392	0.07754113155841855	0.2714268284701617	0.04792457277548615	0.3112123380607748	0.07254942847558934	0.6622274602239245
EASER_neighborhood=8444_l2_norm=286$1261633824829	0.20703638352137618	0.07972073632896995	0.27637644506932385	0.048862698880377135	0.3141293706656671	0.07392475757614952	0.6619917501473188
EASER_neighborhood=8444_l2_norm=334253$34941959166	0.13073320583429543	0.048609542235115114	0.1872482134736553	0.03178314672952269	0.21535552208233957	0.047642670295249	0.5660577489687684
EASER_neighborhood=8444_l2_norm=124387$20429999284	0.13285680612308928	0.049510350390033084	0.1892739196291874	0.03232292280494991	0.218877956740628	0.04849499020160673	0.5715969357690042
EASER_neighborhood=8444_l2_norm=88767$38463813755	0.13444355296567861	0.05006375894403022	0.19125792582509357	0.03268120212139069	0.2216530426900563	0.049064479682390104	0.5752504419563936
EASER_neighborhood=8444_l2_norm=4404796$990755033	0.1294451251577439	0.04808924237682662	0.18554745562909972	0.03146729522687095	0.21368559574465412	0.047167651725064146	0.5641720683559223
EASER_neighborhood=8444_l2_norm=8452358$529104048	0.12943939104731444	0.048072302426602695	0.18550835128232077	0.03146729522687095	0.21378193331005474	0.047167291800775155	0.5641720683559223
EASER_neighborhood=8444_l2_norm=99938$94135145977	0.13386170747667453	0.04984131706027794	0.19037672366156283	0.03254449027695934	0.2208864601098146	0.04885121050673475	0.5744254566882734
EASER_neighborhood=8444_l2_norm=1312380$784933523	0.1296518077591079	0.04818921673515527	0.18588323870642384	0.03152857984678845	0.21394121400161548	0.04725557032047992	0.5646434885091338
GeneralizedMF_seed=42_e=20_bs=128_lr=0$003356429064874953_mffactors=32_isedgeweighttrain=True	0.11366817389928167	0.04241044421729486	0.14954674697909154	0.030576311137301127	0.1991340795702009	0.04616180210647337	0.5439010017678255
GeneralizedMF_seed=42_e=40_bs=128_lr=0$0005019991352811319_mffactors=256_isedgeweighttrain=True	0.15608447085449068	0.05751845787306652	0.2086899106970242	0.03750383028874484	0.24751369303733645	0.05707534501285889	0.6009428403064231
GeneralizedMF_seed=42_e=30_bs=256_lr=0$021425983921220748_mffactors=64_isedgeweighttrain=True	0.10595103981492943	0.038986263439981086	0.14013975044348048	0.02813906894519741	0.1837256210882955	0.042620130897753364	0.5281084266352386
GeneralizedMF_seed=42_e=30_bs=128_lr=0$004668294716552961_mffactors=128_isedgeweighttrain=True	0.1276570447652405	0.047485630856191355	0.17060490540357617	0.03263877430760165	0.2112903849389551	0.04938130905131563	0.5583971714790807
GeneralizedMF_seed=42_e=40_bs=128_lr=0$0007367374336581075_mffactors=256_isedgeweighttrain=True	0.14755973119013918	0.05377494561736472	0.19705928348043136	0.035733647613435476	0.23535139753628864	0.05430531100729893	0.5891573364761343
GeneralizedMF_seed=42_e=40_bs=128_lr=0$004978903277212191_mffactors=16_isedgeweighttrain=True	0.115050956949858	0.04248823460412444	0.1470937545626479	0.03127165586328816	0.205962234339887	0.04726880795638698	0.5593400117855039
GeneralizedMF_seed=42_e=20_bs=256_lr=3$991558302151848e-05_mffactors=8_isedgeweighttrain=True	0.03603157611675827	0.011992891208622892	0.05909087538561385	0.008801414260459635	0.06391225042162839	0.0135144392686381	0.2855627578078963
GeneralizedMF_seed=42_e=40_bs=128_lr=0$3157395217061517_mffactors=16_isedgeweighttrain=True	0.004292191906860376	0.0014450119352752986	0.005029252828229829	0.0011856216853270477	0.009575314852894814	0.0018078400477718347	0.05433117265763111
GeneralizedMF_seed=42_e=40_bs=256_lr=0$017279891900979942_mffactors=8_isedgeweighttrain=True	0.09884916389237425	0.036170430226455934	0.1308837994646576	0.027460223924572775	0.17715130501261997	0.04129577938812336	0.5244549204478491
GeneralizedMF_seed=42_e=30_bs=256_lr=0$09469257080255648_mffactors=64_isedgeweighttrain=True	0.01840765453184788	0.006152945354450918	0.025910067264773844	0.005956393635827933	0.03723756705206464	0.008895941287826817	0.20353565114908662
GeneralizedMF_seed=42_e=40_bs=128_lr=0$0003678703352177941_mffactors=64_isedgeweighttrain=True	0.1403181534640612	0.053470335428316265	0.1896131417919702	0.035479080730701246	0.22578245303938385	0.05360888573964419	0.565468473777254
GeneralizedMF_seed=42_e=30_bs=256_lr=1$1408578553570784e-05_mffactors=16_isedgeweighttrain=True	0.013030843817817675	0.0040714381214896995	0.020695411329260224	0.0031113730111962286	0.024621293736118644	0.004818848097722544	0.13211549793753682
GeneralizedMF_seed=42_e=30_bs=256_lr=0$00019223443889795967_mffactors=16_isedgeweighttrain=True	0.09398938473585072	0.036899657571907114	0.14154665012080694	0.025954036535061877	0.159330545080285	0.0386289970546294	0.5107837360047142
GeneralizedMF_seed=42_e=20_bs=512_lr=0$0016901152558313824_mffactors=32_isedgeweighttrain=True	0.11217324414307679	0.04314493029457114	0.15102551068553974	0.030498526812021212	0.19038995767518946	0.04587080558224924	0.5321154979375369
GeneralizedMF_seed=42_e=40_bs=256_lr=9$901697732717206e-05_mffactors=8_isedgeweighttrain=True	0.078284058779681	0.02828079872295743	0.11450752361328057	0.02105833824395993	0.13616295624986327	0.03174693886552175	0.47165586328815556
GeneralizedMF_seed=42_e=20_bs=512_lr=0$7089176935437258_mffactors=128_isedgeweighttrain=True	0.003607669581354242	0.0013968464414366246	0.004818657637722747	0.0011149086623453153	0.007525569197611565	0.0016724036237655176	0.05126694166175604
GeneralizedMF_seed=42_e=30_bs=256_lr=0$00018902339520256755_mffactors=128_isedgeweighttrain=True	0.14615812722595284	0.05673067780169093	0.20028937977403072	0.03785268120212139	0.2399502080647931	0.057217624606962496	0.6020035356511491
GeneralizedMF_seed=42_e=30_bs=256_lr=0$010716298646461831_mffactors=128_isedgeweighttrain=True	0.12184398029112734	0.045730247006571696	0.16375658339195168	0.03145786682380672	0.2033372542409882	0.047548020298553324	0.5473187978786093
GeneralizedMF_seed=42_e=30_bs=256_lr=0$07504723661165916_mffactors=16_isedgeweighttrain=True	0.06729922108136449	0.024731855097004193	0.1018371808719219	0.018413671184443137	0.1169963638666464	0.027647159737060875	0.4225103123158515
GeneralizedMF_seed=42_e=40_bs=128_lr=1$1414666099482652e-05_mffactors=32_isedgeweighttrain=True	0.039166629733010536	0.013609865465834668	0.06471677357860733	0.009732469063052446	0.06871446931424927	0.014927462379347563	0.30288744843842075
GeneralizedMF_seed=42_e=40_bs=128_lr=0$0008160803339089535_mffactors=256_isedgeweighttrain=True	0.14522875782071304	0.053073499320107874	0.19636232525083153	0.035127872716558636	0.23243095446622902	0.05352751512630064	0.5872716558632881
GeneralizedMF_seed=42_e=40_bs=128_lr=4$1323346686444354e-05_mffactors=256_isedgeweighttrain=True	0.11913728743659976	0.0430447058017638	0.1728089538575278	0.027853859752504425	0.19195475334565648	0.0421676478171732	0.5554507955215086
GeneralizedMF_seed=42_e=40_bs=512_lr=0$0009151604684103419_mffactors=256_isedgeweighttrain=True	0.15413539091321965	0.05789257912915132	0.2068583228815281	0.03762168532704774	0.2424908943060797	0.05711357135050556	0.5925751325869181
GeneralizedMF_seed=42_e=40_bs=512_lr=0$0013919602462310532_mffactors=256_isedgeweighttrain=True	0.1448753982933528	0.05418470226890324	0.20021342454101407	0.03547672362993518	0.2291199668436086	0.05393775176410159	0.5809074837949322
GeneralizedMF_seed=42_e=40_bs=512_lr=5$20044847039019e-05_mffactors=256_isedgeweighttrain=True	0.1185156902029021	0.042473070299914574	0.17434261497710393	0.02714437242192104	0.19139211549115748	0.041143233472500644	0.5530936947554508
GeneralizedMF_seed=42_e=40_bs=512_lr=0$00047759393473048665_mffactors=256_isedgeweighttrain=True	0.16584760311852104	0.06241396692655801	0.2235187549388865	0.03983736004714202	0.25795174263435605	0.06045204914166098	0.6061284619917502
GeneralizedMF_seed=42_e=40_bs=512_lr=0$0003568284261458735_mffactors=256_isedgeweighttrain=True	0.16845161058661923	0.06350024037525533	0.22680973814844202	0.04053270477312906	0.2624734547444576	0.06153759684304792	0.6104890984089569
GeneralizedMF_seed=42_e=40_bs=512_lr=1$7877501910561783e-05_mffactors=256_isedgeweighttrain=True	0.06104549988590226	0.021263452500755793	0.09487725469187579	0.014510312315851504	0.10376300379087375	0.022277692126978128	0.38903948143783146
GeneralizedMF_seed=42_e=20_bs=512_lr=0$002696948703708943_mffactors=256_isedgeweighttrain=True	0.1228576280823716	0.046450904301922336	0.1691626380451455	0.031278727165586336	0.1997329633996717	0.04734394837933936	0.5451974071891573
GeneralizedMF_seed=42_e=40_bs=512_lr=0$00011893218094124414_mffactors=32_isedgeweighttrain=True	0.10443482743258657	0.03965210622580386	0.16196314583670157	0.026215674720094284	0.17245154717084682	0.039301055876717186	0.5286977018267531
ConvNeuMF_seed=42_e=20_bs=16_lr=0$0005_embedding_size=16_cnn_channels=1-16-16_cnn_kernels=2-2_cnn_strides=2-2_dropout_prob=0$3_l_w=0$0005_l_b=0$0001	0.09860255022367428	0.03902472151951088	0.14651788306107702	0.027776075427224513	0.16534797408880245	0.04142309927816056	0.5170300530347672
ConvNeuMF_seed=42_e=20_bs=16_lr=0$001_embedding_size=32_cnn_channels=1-16-16_cnn_kernels=2-2_cnn_strides=2-2_dropout_prob=0$3_l_w=0$001_l_b=0$001	0.08293452526048244	0.03174000165213677	0.12217953558951088	0.02341308190925162	0.14182445596417595	0.034757661546038154	0.48014142604596344
ConvNeuMF_seed=42_e=30_bs=16_lr=0$001_embedding_size=32_cnn_channels=1-16-16_cnn_kernels=2-2_cnn_strides=2-2_dropout_prob=0$3_l_w=0$0005_l_b=0$01	0.0838811781898673	0.03230580142506728	0.11770115430426766	0.02413671184443135	0.14800585784976178	0.03604210834676097	0.4908662345315262
ConvNeuMF_seed=42_e=30_bs=16_lr=0$0001_embedding_size=16_cnn_channels=1-16-16_cnn_kernels=2-2_cnn_strides=2-2_dropout_prob=0$6_l_w=0$001_l_b=1e-05	0.08738594334026467	0.03517224081023299	0.13358671003747616	0.025385975250441957	0.14493443190864383	0.037432712959290494	0.48238067177371835
