model	nDCG	MAP	MRR	Precision	Recall	F1	HR
EASER_neighborhood=8444_l2_norm=270$1685723803149	0.16321473573707687	0.13175876196088335	0.2674895473805315	0.10350029463759577	0.15340292260926064	0.09927750192201833	0.47542722451384795
EASER_neighborhood=8444_l2_norm=8687$784466949943	0.12237464657669492	0.09857982808130125	0.21393603090421004	0.07657041838538596	0.11559980979444402	0.0725757310101171	0.40707130229817323
EASER_neighborhood=8444_l2_norm=21498$975926783205	0.11005213741556821	0.08924440890086145	0.19556537680874744	0.06855627578078963	0.10305583965499544	0.06461339845159049	0.37902180318208606
EASER_neighborhood=8444_l2_norm=5427908$583344349	0.09668472720238305	0.07824275799496778	0.1750800665974502	0.05992928697701828	0.089966546725319	0.05576554343355362	0.34142604596346493
EASER_neighborhood=8444_l2_norm=52576$441559197345	0.10295308695594163	0.0834648866814453	0.18470821524445566	0.06405421331761933	0.09633770322170129	0.06004264465006464	0.3606364172068356
EASER_neighborhood=8444_l2_norm=926$2221692338618	0.15476863528521917	0.12521429039107293	0.2574997895445745	0.0981143193871538	0.14482430195200327	0.09362714476328232	0.4645845609899823
EASER_neighborhood=8444_l2_norm=789$3836355650471	0.15646324434928358	0.12668560765496534	0.2602762110540543	0.09903358868591632	0.14598071295128137	0.09449081355994257	0.4658809664113141
EASER_neighborhood=8444_l2_norm=16$043209078339707	0.15024939014806865	0.1186858368175398	0.24532227740831158	0.09384796700058927	0.144863427436231	0.09168658950267063	0.4524454920447849
EASER_neighborhood=8444_l2_norm=4727381$346250403	0.09666646809566534	0.07824020446913789	0.17502506757957553	0.05992928697701828	0.089966546725319	0.05576554343355362	0.34142604596346493
EASER_neighborhood=8444_l2_norm=7558316$668178132	0.0966413915298445	0.07821669893649859	0.17497184574084984	0.05991750147318798	0.08995345172106312	0.05575313764004805	0.34142604596346493
EASER_neighborhood=8444_l2_norm=174$1791207224706	0.16432269763504573	0.1319982415279999	0.2674866010045739	0.10394814378314673	0.1559556218940283	0.10030029001755864	0.4776664702416028
EASER_neighborhood=8444_l2_norm=691$2771349422563	0.15768851059929753	0.1277287510172012	0.2619366575936995	0.09995285798467884	0.14710247074454405	0.09542539451179559	0.4678845020624632
EASER_neighborhood=8444_l2_norm=286$1261633824829	0.16300875872217913	0.13156073275902386	0.2671717596879648	0.10338243959929287	0.15325968793275996	0.09915093484382799	0.4758986446670595
EASER_neighborhood=8444_l2_norm=334253$34941959166	0.09776013671320494	0.07908334034851416	0.1768589293898663	0.06074248674130819	0.09091777001771564	0.056530324134441826	0.34602239245727756
EASER_neighborhood=8444_l2_norm=124387$20429999284	0.09927723382541508	0.08039813022046374	0.17876804070675612	0.061791396582203895	0.09284236943843116	0.057640248612275846	0.35061873895109014
EASER_neighborhood=8444_l2_norm=88767$38463813755	0.1005633630133944	0.08127711835077775	0.18081483663982192	0.06265173836181497	0.0943173039455248	0.05856609187491198	0.3547436652916912
EASER_neighborhood=8444_l2_norm=4404796$990755033	0.09668294800901661	0.07824555471373386	0.1750389576376612	0.059952857984678844	0.08998675044617091	0.05578715019057581	0.34154390100176785
EASER_neighborhood=8444_l2_norm=8452358$529104048	0.09663858210650034	0.07821502932345596	0.17499265744404224	0.05990571596935769	0.08994783957638203	0.0557455340891898	0.34142604596346493
EASER_neighborhood=8444_l2_norm=99938$94135145977	0.10002183173488086	0.08090355529365548	0.17989991675318723	0.06232174425456688	0.09364854220467506	0.058190330690398966	0.35309369475545077
EASER_neighborhood=8444_l2_norm=1312380$784933523	0.09683840178757705	0.07841255343229415	0.17536366697533465	0.06005892751915145	0.0900899203725583	0.055875587546628025	0.3420153211549794
GeneralizedMF_seed=42_e=20_bs=128_lr=0$003356429064874953_mffactors=32_isedgeweighttrain=True	0.07622391714253383	0.06078082236626727	0.13837261834610096	0.051373011196228634	0.07378087854107812	0.04816640194013763	0.31208014142604595
GeneralizedMF_seed=42_e=40_bs=128_lr=0$0005019991352811319_mffactors=256_isedgeweighttrain=True	0.11765973119835055	0.09131374227160909	0.19889576376612322	0.07338833235120802	0.1154931881493568	0.0719434759337166	0.39563936358279317
GeneralizedMF_seed=42_e=30_bs=256_lr=0$021425983921220748_mffactors=64_isedgeweighttrain=True	0.07145347041014119	0.055957946329189705	0.12902184994995838	0.04725987035945787	0.07013354652071394	0.045057439768044806	0.29251620506776665
GeneralizedMF_seed=42_e=30_bs=128_lr=0$004668294716552961_mffactors=128_isedgeweighttrain=True	0.0914990214562362	0.07138496038761213	0.1603190036572476	0.059080730701237476	0.08992516105105239	0.05688254736519363	0.3446081319976429
GeneralizedMF_seed=42_e=40_bs=128_lr=0$0007367374336581075_mffactors=256_isedgeweighttrain=True	0.1092778479140894	0.08438628859518665	0.1868392401156102	0.06728344136711845	0.10657850808571169	0.06607025322516588	0.3758397171479081
GeneralizedMF_seed=42_e=40_bs=128_lr=0$004978903277212191_mffactors=16_isedgeweighttrain=True	0.07585725388327422	0.05946918464891358	0.13530071741916175	0.05090159104301709	0.0754319930922109	0.04759968524509308	0.30948733058338246
GeneralizedMF_seed=42_e=20_bs=256_lr=3$991558302151848e-05_mffactors=8_isedgeweighttrain=True	0.023743125224560145	0.018278133213607578	0.05171334100326439	0.013789039481437832	0.022940568364780114	0.013667232730800487	0.12162639952857984
